seq_id	cluster	predicted_taxa	confidence	true_taxa
AY357799.1	2	57350	0.4263	28061
HQ607142.1	2	46751	0.9982	46751
KU743194.1	2	28020	0.5078	36630
JF301404.1	2	49633	0.7151	45510
AY643427.1	2	48577	0.7082	52465
AF388913.1	2	-1	0.2548	45657
KJ663853.1	2	9207	0.8992	51464
MK863213.1	2	48498	0.4356	24922
KP006450.1	2	635	0.9985	635
KU378844.1	2	25605	0.7839	22118
Z97589.1	2	-1	0.2323	70141
MN864140.1	2	-1	0.1819	36615
KX184038.1	2	61066	0.9998	61066
HQ214114.1	2	-1	0.2307	22877
KJ399423.1	2	55654	0.9719	55654
MH559556.1	2	69105	0.4723	7357
EU699454.1	2	-1	0.2250	45728
AY910712.1	2	44088	0.8931	18756
HQ714449.1	2	60949	0.7652	60949
EU729599.1	2	63214	0.3836	34565
AF208731.1	2	-1	0.1994	16041
KC197075.1	2	-1	0.2098	38469
JQ996382.1	2	63695	0.7036	63695
AB934065.1	2	43194	0.7039	45344
AJ222678.1	2	46158	0.9145	46158
KY996765.1	2	24428	0.4643	62345
FJ626458.1	2	23365	0.8877	23365
KC543495.1	2	1460	0.4639	4826
KY966504.1	2	8138	0.8833	14714
KM983218.1	2	66396	0.6055	34555
HE610337.1	2	48217	0.9972	16217
KX271365.1	2	22290	0.5379	71191
MN215271.1	2	33861	0.6799	64194
KY503077.1	2	5065	0.4310	66322
JX453695.1	2	24181	0.8149	63185
KX714734.1	2	16103	0.4407	16493
AY218978.1	2	24891	0.6269	40580
AY630286.1	2	-1	0.2444	51426
MN824816.1	2	35026	0.9664	35026
AY017387.1	2	-1	0.3269	48636
FJ372392.1	2	-1	0.3100	60461
KU210402.1	2	58346	0.5624	29431
AY004778.1	2	9487	0.6382	18878
KU570800.1	2	-1	0.3095	51258
EF990236.1	2	-1	0.1554	6786
EF123186.1	2	9752	0.9711	9752
JQ289749.1	2	61834	0.9945	61830
MN575671.1	2	47884	0.8367	47884
HQ890756.1	2	-1	0.3044	27358
FJ441284.1	2	47135	0.8240	47180
JF699969.1	2	31551	0.9032	31551
KT696490.1	2	43820	0.4157	43814
AF080021.1	2	-1	0.3346	9711
AY695563.1	2	1704	0.8859	1704
KY964733.1	2	-1	0.2019	52452
AF367222.1	2	67182	0.4655	28690
MK795698.1	2	17272	0.6021	17301
KT013058.1	2	11207	0.8072	11205
KP323351.1	2	41243	0.5079	41289
MK962004.1	2	29354	0.8203	31452
AB674964.1	2	42141	0.5575	42141
DQ455563.1	2	72665	0.7468	72665
GU593798.1	2	37556	0.6723	38258
DQ525700.1	2	60514	0.9599	60514
AF444533.1	2	-1	0.2547	15420
JF791075.1	2	31946	0.7016	70530
GU979429.1	2	49931	0.4256	26132
JQ905429.1	2	59167	0.6165	35787
DQ079934.1	2	-1	0.3241	56133
EF413601.1	2	-1	0.3025	54811
KU210528.1	2	29442	1.0000	29442
EU072522.1	2	52093	0.5362	1963
JN681288.1	2	-1	0.2417	5424
MG232828.1	2	-1	0.3491	35432
JF977945.1	2	-1	0.2180	55830
AF175535.1	2	6989	0.7520	6989
HE574639.1	2	30487	0.8086	69075
AF019833.1	2	11076	0.4985	12295
FJ946830.1	2	-1	0.2762	70967
JQ388510.1	2	-1	0.1633	42027
DQ115166.1	2	11396	0.6401	11396
AF223507.1	2	7423	0.3510	73315
KU203833.1	2	35973	0.9599	35974
KU525738.1	2	72636	0.9736	72636
MF683480.1	0	59808	0.4650	59808
KF765478.1	2	32478	0.9135	30942
MH857080.1	2	48404	0.7566	26858
HM856808.1	2	56605	0.6346	56605
AB466292.1	2	55052	0.9902	55052
KF760376.1	2	18354	0.5199	1112
MF314957.1	2	40035	0.3754	13803
KY102149.1	2	72445	0.5290	72566
MK252257.1	2	21114	0.9325	21114
AY973353.1	2	-1	0.2674	70805
AY240005.1	2	-1	0.2955	20757
AF323817.1	2	37203	0.5725	1064
AF274252.1	2	-1	0.2295	3273
KX012971.1	2	-1	0.1989	30414
KP776107.1	2	34397	0.7238	34415
KU586624.1	2	55725	0.4481	27853
EU498141.1	2	34052	0.5965	14730
KF544877.1	2	39610	0.3816	49551
KP182141.1	2	23606	0.6160	954
JN388574.1	2	20641	0.8385	20679
KF294628.1	2	19193	0.4031	10977
JF742541.1	2	39120	0.7245	39126
KT249908.1	2	23771	0.4068	11822
AF460188.1	2	-1	0.3264	32570
KT595340.1	2	35292	0.9101	35292
AY521840.1	2	-1	0.2175	6406
JF742130.1	2	26465	0.4172	68140
MH493661.1	2	53528	0.9206	53528
AF497667.1	2	48633	0.5504	46679
EU039901.1	2	55087	0.3909	34213
MW794107.1	2	62081	0.9173	45293
JF837531.1	2	29288	0.4937	46299
MK481536.1	2	5539	0.6455	59358
OL352083.1	2	55319	0.8893	34694
KU202910.1	2	54539	0.7035	56189
MH822398.1	2	24317	0.6928	9368
MH686274.1	2	31872	0.6542	52714
JQ885417.1	2	11076	0.7920	11076
HQ586830.1	2	41332	0.3886	35758
OP295484.1	2	52156	0.5000	17353
AY129722.1	2	48512	0.4450	48512
MH711146.1	2	27459	0.3643	22846
KC869542.1	2	38319	0.6026	38317
EF079490.1	2	62292	0.3838	51604
EU041779.1	2	-1	0.2842	73245
EU300999.1	2	4446	0.5043	67740
KX946201.1	2	55654	0.4336	52625
MK581491.1	2	11571	0.3819	11748
EU001070.1	2	11535	0.4463	11741
FJ799118.1	2	55733	0.9424	55733
FJ639890.1	2	19472	0.4999	3713
KF684943.1	2	53132	0.5871	19109
AF467035.1	2	-1	0.3146	52017
KM576254.1	2	16036	0.5444	63378
AJ131962.1	2	22851	0.9036	22851
MH793940.1	2	20945	0.9856	20945
KT698845.1	2	54760	0.3584	5641
KP016811.1	2	-1	0.1785	50307
EU259274.1	2	-1	0.2201	31377
AF460185.1	2	-1	0.2722	27524
KY782373.1	2	27781	0.9932	27781
EU169267.1	2	5539	0.3539	23512
X80702.1	2	26865	0.9495	26865
AF443632.1	2	5383	0.4483	28921
HM204879.1	2	-1	0.2032	23090
JX669875.1	2	-1	0.2281	45474
MK347764.1	2	50234	0.7743	57038
JQ354650.1	2	29804	0.9999	29804
MH862218.1	2	37325	0.7756	14433
MG708567.1	2	-1	0.2180	62146
KF483840.1	2	18670	0.9450	18670
KY858279.1	2	24839	0.4341	15256
JN837147.1	2	-1	0.3393	43766
KC525873.1	2	-1	0.2706	72635
KF777137.1	2	35639	0.7023	1878
EF103682.1	2	12024	0.9883	12024
DQ521277.1	2	-1	0.2144	49750
MH030598.1	2	464	0.5333	7276
MN547352.1	2	67316	0.4055	35660
EF118074.1	2	-1	0.2237	31776
KM587137.1	2	30380	0.9503	30380
EF123839.1	2	-1	0.1905	66733
AJ246263.1	2	-1	0.3422	14022
KF989552.1	2	64765	0.9183	29716
MK683356.1	2	48325	0.5224	13187
AF173255.1	2	70689	0.3811	32044
GU145616.1	2	32341	0.8146	32369
AF444339.1	2	44374	0.8470	44377
HF586907.1	2	70012	0.8480	70012
AB734049.1	2	51863	0.6567	73076
EU833815.1	2	6653	0.9510	6653
AY211019.1	2	51070	0.9790	51070
KR819552.1	2	28534	0.4818	61349
MK329113.1	2	37325	0.6984	42493
EU343754.1	2	30204	0.9767	30204
KC177710.1	2	5536	0.6082	14948
MW412397.1	2	12603	0.4289	36757
JX898041.1	2	-1	0.3099	67348
MK047436.1	2	20393	0.9094	71737
DQ079773.1	2	-1	0.2541	6004
MF444531.1	2	7148	0.5578	46462
KC197107.1	2	70083	0.7921	38474
KU210596.1	2	29442	1.0000	29442
OM905939.1	2	67441	0.9957	5353
AM701823.1	2	-1	0.1946	46710
AF120534.1	2	32183	0.3725	38789
KM668965.1	2	49548	0.4150	8975
MF465001.1	2	8619	0.5590	19278
MF140761.1	2	42494	0.5224	60973
JQ256438.1	2	-1	0.3202	29071
JN941658.1	2	27575	0.4124	16730
FJ626364.1	2	12287	0.9692	12287
FM986798.1	2	49189	0.6006	29097
JF811125.1	2	49467	0.9938	49467
KT588626.1	2	19669	0.6379	25475
KT281058.1	2	17643	0.9969	17643
KR048763.1	2	7541	0.6836	16141
KU056508.1	2	1290	0.5452	18663
AB809641.1	2	34397	0.9757	65350
EF462982.1	2	543	0.5571	72008
JX034036.1	2	10204	0.9772	10204
KX549395.1	2	37028	0.4879	7682
KF287971.1	2	-1	0.2408	23566
AF468913.1	2	30019	0.5156	30019
MF664620.1	2	-1	0.2774	60855
GQ890308.1	2	64674	0.8275	17054
GU592361.1	2	32051	0.7864	23597
KR476721.1	2	73014	0.7632	65193
KJ933986.1	2	9419	0.3674	42384
U42515.1	2	-1	0.2578	12030
EU314844.1	2	27820	0.9889	27820
JQ424861.1	2	6918	0.6543	21418
EU348745.1	2	48993	0.6083	6610
KX372808.1	2	30317	0.9563	30317
MF041903.1	2	2322	0.5624	38866
KX869011.1	2	8619	0.9202	8619
JN383915.1	2	-1	0.3168	29468
GU225939.1	2	14389	0.9979	14389
MW732442.1	2	-1	0.3020	15759
DQ534690.1	2	27575	0.4888	59315
AF316395.1	2	7931	0.6424	32805
AJ275663.1	2	54322	0.5066	40211
FJ867461.1	2	70742	0.5393	35832
GU969627.1	2	11912	0.8666	11912
MH554093.1	2	26728	0.7069	22618
KT350941.1	2	68126	0.6301	7128
KC529558.1	2	51046	0.7216	56220
KR537774.1	2	25619	0.8794	48080
GQ892718.1	2	34233	0.8702	53698
KX900619.1	2	18047	0.5614	5592
FJ812880.1	2	-1	0.3431	45598
MH535128.1	2	18354	0.9818	18354
MK830685.1	2	38813	0.7245	24310
AF532956.1	2	8719	0.6080	27221
MN307484.1	2	46889	0.9089	62322
AY090884.1	2	29497	0.9958	29497
KJ766559.1	2	-1	0.3013	27156
KY922181.1	2	641	0.4816	31354
KF709532.1	2	44353	0.6838	44364
HQ267170.1	2	-1	0.2338	30373
KU715801.1	2	-1	0.2716	37920
U73475.1	2	-1	0.3429	69364
FJ482144.1	2	73561	0.5241	4952
AF007534.1	2	22363	0.9016	22363
AY271574.1	2	-1	0.2954	46547
KU512915.1	2	3298	0.5467	30066
GU189412.1	2	51083	0.4915	33204
EF395809.1	2	-1	0.2777	37678
EF457708.1	2	58437	0.4046	8345
KJ754162.1	2	67507	0.7723	54350
AF479099.1	2	-1	0.2564	73300
AF308645.1	2	48900	0.4197	39751
MG818136.1	2	38101	0.6100	19485
AY265403.1	2	39303	0.9818	39303
KU672728.1	2	66514	0.5936	66936
KF667369.1	2	44544	0.4188	50451
AY046193.1	2	24865	0.6337	73568
AY944569.1	2	-1	0.3337	42887
DQ898171.1	2	8043	0.9909	8043
KF492682.1	2	22372	0.9719	22372
AF244734.2	2	-1	0.3193	64179
MG200688.1	2	7541	0.4861	31144
KF881964.1	2	51990	0.9958	51984
KC134136.1	2	20096	0.4755	6805
AY823715.1	2	13679	0.9636	13679
DQ521282.1	2	-1	0.2703	21906
AY040697.1	2	46060	0.6603	46060
LT594195.1	2	60499	0.4046	60483
MH618739.1	2	70393	0.7048	70393
KJ707510.1	2	6343	0.9768	6343
KJ004004.1	2	61856	0.7044	10975
U18492.1	2	-1	0.2008	6352
AF487658.1	2	69507	0.7890	69716
FJ794678.1	2	-1	0.1680	56361
KM064845.1	2	33730	0.6739	42259
KF697338.1	2	914	0.8943	914
HE610333.1	2	6477	0.4858	16225
JN934786.1	2	48689	0.5699	48690
KT366100.1	2	-1	0.2558	41017
JN540526.1	2	53563	0.3654	2064
JX399006.1	2	26728	0.3938	51176
U18518.1	2	-1	0.3408	55246
HQ912560.1	2	-1	0.2724	17527
KF619735.1	2	39505	0.9224	3745
MF423304.1	2	14690	0.3529	30941
JF893867.1	2	67488	0.4915	42162
AY583526.1	2	-1	0.1410	38186
FJ473326.1	2	21790	0.4574	29927
KF556020.1	2	37524	0.9893	37524
AY911212.1	2	8465	0.9746	8465
MF622125.1	2	-1	0.3414	60790
AY690600.1	2	43065	0.9761	43065
KY858403.1	2	-1	0.1892	48368
KX470465.1	2	64332	0.6375	43354
MK795701.1	2	45829	0.7018	16832
X98837.1	2	37895	0.9562	37895
GU220013.1	2	-1	0.3033	6264
KF015362.1	2	46889	0.5067	46854
KJ187650.1	2	25922	0.7350	25955
AY257288.1	2	21055	0.9344	21055
MF480406.1	2	-1	0.3488	1304
AY936679.1	2	55654	0.4304	52596
KF202295.1	2	56022	0.6759	51291
KU199957.1	2	43411	0.4765	43417
GQ339970.1	2	-1	0.3061	6333
AY246981.1	2	4437	0.8801	50936
MK270151.1	2	9207	0.9983	9207
DQ354170.1	2	38292	0.4058	71446
EU628245.1	2	-1	0.2801	8379
JN896323.1	2	54705	0.9962	54705
MW508849.1	2	4061	0.5338	17085
EF033612.1	2	36460	0.3610	29540
KJ860056.1	2	48350	0.4308	3011
AY134107.1	2	36823	0.4979	61836
AM774507.1	2	64393	0.9825	64393
AY532350.1	2	-1	0.2525	17560
JQ345166.1	2	7409	0.5282	21977
JQ693654.1	2	42962	0.6239	2636
KY931804.1	2	-1	0.3041	69011
KT190957.1	2	37517	0.8280	37517
JN886792.1	2	49189	0.4485	35955
KY697984.1	2	3290	0.6742	3290
JQ352498.1	2	33398	0.6470	13820
DQ924617.1	2	-1	0.2026	18968
FJ899749.1	2	70753	0.9776	19433
JX196752.1	2	35370	0.8942	57178
KY696321.1	2	34984	0.9400	34984
GU592374.1	2	59577	0.9912	59577
MK497827.1	2	35532	0.7083	36435
AJ628976.1	2	13668	0.9914	13668
AY944872.1	2	60499	0.9130	85
MH277098.1	2	22678	0.8419	22678
MN295344.1	2	44074	0.9434	44074
AY126429.1	2	27074	0.4631	58241
GU225940.1	2	41615	0.6702	26862
AF098412.1	2	15858	0.9864	15858
KF741657.1	2	25652	0.4491	14108
KF741984.1	2	48041	0.8871	67358
KM876877.1	2	70130	0.5389	8488
DQ091618.1	2	5097	0.5715	21178
AY530925.1	2	16701	0.8415	16701
GU182055.1	2	62582	0.3916	40383
KT869172.1	2	-1	0.1791	20373
AF486121.1	2	6477	0.6256	51965
AY246967.1	2	62528	0.8140	50934
AY521825.1	2	73502	0.9946	73502
HQ452913.1	2	52483	0.3545	32772
KY468877.1	2	55735	0.7928	55735
KF631368.1	2	29353	0.9534	29353
KM853515.1	2	62480	0.5356	28602
AY870013.1	2	65796	0.9422	13774
KC200635.1	2	-1	0.2183	136
AJ287274.1	2	7409	0.9187	7409
FJ384175.1	2	59919	0.4496	11154
KY017409.1	2	6414	0.8880	6414
GU556152.1	2	12159	0.3810	70924
AF054899.1	2	72844	0.8089	48225
KP698665.1	2	43533	0.8688	18129
KX655793.1	2	70158	0.8567	38954
KC779633.1	2	21896	0.3990	20017
AF184042.1	2	46797	0.5759	23138
MN959838.1	2	40359	0.9774	40359
MK294801.1	2	52301	0.4784	41114
GU233343.1	2	17324	0.5834	52172
GU984324.1	2	49931	0.8383	26316
MN335072.1	2	39470	0.7263	11208
AF200521.2	2	-1	0.3284	53393
MG934452.1	2	39894	0.3688	42318
AY855147.1	2	3586	0.4751	3469
KX113500.1	2	44119	0.4189	42623
KP794436.1	2	59892	0.9861	59892
MG890581.1	2	54377	0.9994	54377
KT007515.1	2	24425	0.8053	53471
FN666250.1	2	24438	0.9534	24438
AJ416104.1	2	-1	0.2027	44982
KY189114.1	2	11307	0.9498	11307
VTGD01000096.1	2	7301	0.8292	10341
EU912027.1	2	-1	0.2428	28390
MN761824.1	2	11522	0.4308	11219
KY938868.1	-1	53175	0.9998	53175
HQ641386.1	2	55716	0.9869	55716
KP744446.1	2	-1	0.2976	38167
EU921133.1	2	25687	0.9602	25687
KF989607.1	2	70288	0.3563	44154
JX262494.1	2	28588	0.9362	28588
EU039892.1	2	56460	0.4355	15868
KF251294.1	2	-1	0.2341	11945
EU683655.1	2	62784	0.9155	24358
KJ754167.1	2	26085	0.6310	20473
JN206258.1	2	30026	0.9004	6815
DQ790053.1	2	40853	0.4712	49532
AY165477.1	2	-1	0.2370	5992
EU547694.1	2	50106	0.4054	53158
GQ202238.1	2	11386	0.6320	5561
MH835368.1	2	26246	0.3684	13148
KT037327.1	2	14098	0.9999	14098
KT310298.1	2	42687	0.8244	6918
DQ665975.1	2	46219	0.9991	46219
AB088314.1	2	2035	0.9403	2035
MN657002.1	2	32278	0.5162	64447
KC215357.1	2	8162	0.9997	8162
HQ823440.1	2	21112	0.3736	72409
DQ437680.1	2	14622	0.9907	14622
EU150089.1	2	58285	0.5267	58293
KY513958.1	2	-1	0.2707	47585
KU940119.1	2	47812	0.8469	6982
MH708001.1	2	-1	0.2202	7248
KT389859.1	2	-1	0.1842	67659
KJ144453.1	2	51143	0.6300	59784
MK581635.1	2	63308	0.4034	11346
U90803.1	2	60112	0.5239	60077
MG944881.1	2	42754	0.9754	68548
AF492078.1	2	27575	0.3646	67420
KY549560.1	2	-1	0.3121	60670
MH493670.1	2	-1	0.1950	53497
MW581491.1	2	29755	0.7295	43919
EF079396.1	2	-1	0.2065	58413
JQ409946.1	2	18801	0.7510	18794
AF319009.1	2	23593	0.7568	23593
MF290112.1	2	58913	0.4740	62870
AY834757.2	2	-1	0.1360	42092
AJ583478.1	2	-1	0.1829	33875
JX087975.1	2	4347	0.7674	4347
KT187730.1	2	62400	0.7699	12876
KP858999.1	2	-1	0.2444	42577
L28066.1	2	40625	0.9200	40625
EU872563.1	2	48337	0.9442	48337
JX840529.1	2	16036	0.9461	16036
KU594651.1	2	12458	0.5047	65020
KY697955.1	2	3280	0.9901	3280
KP222440.1	2	-1	0.1510	21
HQ265504.1	2	52018	0.5938	6834
KM063147.1	2	19714	0.5056	3916
MH819927.1	2	12381	0.5911	60679
FJ797094.1	2	62089	0.9999	62089
MN443629.1	2	14324	0.9602	14324
KX887228.1	2	24114	0.9683	24114
KJ734267.1	2	-1	0.2729	27789
JN564924.1	2	4793	0.8250	4793
HQ214101.1	2	36823	0.5890	22864
AF157380.1	2	46732	0.8205	46732
AJ412851.1	2	33912	0.9855	33903
MG779751.1	2	34397	0.9878	37753
KU212806.1	2	12287	0.4322	-1
MH113932.1	2	69507	0.9983	69752
KR337019.1	2	-1	0.2526	47397
KR006473.1	2	-1	0.1945	51314
AY727782.1	2	-1	0.3150	35804
EF202879.1	2	28598	0.8593	28598
JF976168.2	2	-1	0.2832	18789
MK577550.1	2	50431	0.5127	46623
EF514633.1	2	7745	0.8683	7745
HM590388.1	2	20660	0.8183	20634
JQ716438.1	2	48041	0.4447	48033
GQ424313.1	2	58532	0.6733	33388
KF556032.1	2	68713	0.4970	37530
KX161869.1	2	61100	0.5444	43978
AY150018.1	2	-1	0.2489	61223
EU145344.1	2	4107	0.5492	39869
JF732981.1	2	-1	0.2536	26298
KF442511.1	2	8938	0.6449	65383
EU170370.1	2	-1	0.3443	17704
KP419168.1	2	50086	0.4194	42253
AY046195.1	2	-1	0.3102	44409
MN811182.1	2	-1	0.2051	51742
AF190605.1	2	-1	0.2365	23917
MH219905.1	2	53009	0.9454	53009
MT223794.1	2	-1	0.3492	21359
KM077288.1	2	-1	0.2528	9038
KP092700.1	2	-1	0.2523	7255
KT333392.1	2	-1	0.3150	39731
JN010099.1	2	-1	0.1338	26524
MF860772.1	2	29775	0.4826	28107
KP712018.1	2	11186	0.6897	11186
MN047103.1	2	67873	0.5262	13059
KX872919.1	2	8719	0.4838	3256
MG847191.1	2	26535	0.4123	5381
MN688817.1	2	52203	0.4152	18880
U56777.1	2	-1	0.2847	14106
KP858873.1	2	55389	0.7762	23865
KU210188.1	2	29484	0.9979	29484
AY456130.1	2	33842	0.4663	38685
JF742524.1	2	56051	0.3629	39125
KU295370.1	2	617	0.5301	42811
KM062740.1	2	-1	0.1616	44780
HM182083.1	2	-1	0.2966	40072
KF901599.1	2	-1	0.2385	67751
EU253624.1	2	-1	0.2046	1990
JN252779.1	2	13622	0.4194	50001
AB613239.1	2	15775	0.9721	15775
MF664650.1	2	35430	0.3920	60892
AY695271.1	2	-1	0.2760	45818
AB087123.1	2	4059	0.3705	48265
AF184760.1	2	-1	0.1999	64752
GU237809.1	2	8239	0.9227	21754
KP318964.1	2	11186	0.4029	68450
MG779818.1	2	-1	0.2814	71748
OM501447.1	2	62480	0.8095	38046
KP307466.1	2	21808	0.7160	21808
EU478099.1	2	42730	0.5570	18305
JQ776836.1	2	20510	0.4498	56551
AF525654.1	2	4063	0.8482	33227
KF514575.1	2	59167	0.8070	59167
JN207750.1	2	11342	0.4276	26203
EF650255.1	2	45688	0.6570	45688
OL709430.1	2	-1	0.3265	59261
MK169262.1	2	58437	0.4953	58438
JN660907.1	2	8126	0.7360	8124
KU693446.1	2	67316	0.4402	43753
JX496020.1	2	66463	0.3866	48764
KY392708.1	2	17929	0.4775	6111
KJ417464.1	2	-1	0.2327	53136
KP307460.1	2	9205	0.7594	21813
AF121062.1	2	4017	0.5738	4017
MN817237.1	2	3955	0.9273	3955
AJ853766.1	2	29442	0.9882	-1
FR750217.1	2	14553	0.9261	14553
AY730396.1	2	20210	0.8212	20210
MN031174.1	2	23073	0.9745	23073
KJ778860.1	2	14556	0.7940	34754
GQ862489.1	2	-1	0.2910	45783
MH503583.1	2	34397	0.4491	17768
AY817121.1	2	12207	0.4680	1078
MN067273.1	2	68531	0.9642	68531
MN562149.1	2	18378	0.8175	50918
LN850988.1	2	12076	0.3630	27003
KF171473.1	2	6753	0.6140	6759
AF004301.1	2	36464	0.6181	70067
MW340896.1	2	53034	0.7375	24548
DQ385828.1	2	6760	0.5318	27075
KC737637.1	2	31753	0.8604	39871
KM876894.1	2	-1	0.3279	8497
KX985919.1	2	-1	0.3009	12778
AJ512433.1	2	31183	0.9510	31183
AF248400.1	2	58461	0.9538	58461
U30353.1	2	30028	0.3933	54486
KJ651859.1	2	65735	0.9587	65735
MZ398015.1	2	22081	0.3942	16463
KF671239.1	2	27903	0.3938	47085
KP182127.1	2	-1	0.1841	942
KM408324.1	2	39300	0.4507	12207
KU209373.1	2	29446	0.9809	29446
JX232576.1	2	18612	0.9991	32598
JF301503.1	2	34027	0.4005	34003
AM779695.1	2	39944	0.9546	39944
EU727168.1	2	65523	0.9817	65523
KF212082.1	2	12279	0.3778	1690
JX870775.1	2	64102	0.4659	72132
KC019647.1	2	26440	0.5694	26544
MN823568.1	2	8239	0.9498	35954
KT257371.1	2	-1	0.3265	44325
HM204911.1	2	23914	0.8951	45500
MK418349.1	2	22001	0.4602	3286
DQ008451.1	2	-1	0.2390	73447
JX177497.1	2	67547	0.8811	67547
MK766743.1	2	46987	0.8381	58821
MK607920.1	2	-1	0.1608	39868
KJ159419.1	2	39451	0.9276	39451
KC435855.1	2	45924	0.9733	45924
FJ979677.1	2	2275	0.9930	9575
KJ004313.1	2	-1	0.2954	71342
MF150977.1	2	35699	0.8233	50108
JF431301.1	2	6471	0.6154	21283
EU145378.1	2	39720	0.5171	47109
JF826414.1	2	3028	1.0000	3028
DQ334487.1	2	33060	0.6249	33076
KY307709.1	2	20481	0.4905	38687
MH699497.1	2	-1	0.2613	69420
KX840911.1	2	12210	0.7465	12209
JF513339.1	2	9197	0.9687	29720
AY035748.1	2	-1	0.2866	28057
KJ666391.1	2	29849	0.9754	29849
LC014591.1	2	57552	0.3701	50920
KF881257.1	2	64193	0.6131	71044
MH860423.1	2	883	0.9826	883
MK641584.1	2	32436	0.9260	32436
KC633854.1	2	71023	0.4770	15568
JX629927.1	2	42101	0.5210	61585
KC177698.1	2	5536	0.6026	52499
JQ685870.1	2	51526	0.4743	69537
KC581945.1	2	-1	0.2593	9436
KF815495.1	2	-1	0.3083	62377
JX470798.1	2	39881	0.3930	49640
AY155278.1	2	49973	0.4652	49918
EF202560.1	2	32642	0.4549	18930
KU886152.1	2	-1	0.1640	34942
MK013157.1	2	3737	0.5032	57919
LC228675.1	2	50349	0.5987	5580
GU935649.1	2	40674	0.7524	40674
KC869523.1	2	-1	0.2542	6674
KF514600.1	2	59157	0.4457	59167
KX016075.1	2	11731	0.4649	24957
GU390412.1	2	47776	0.8874	47776
DQ007407.1	2	-1	0.2574	32185
JQ413333.1	2	32897	0.5686	32899
DQ064574.1	2	64658	0.4281	73382
AY465082.1	2	6545	0.8315	41641
FJ712910.1	2	55719	0.8118	55719
KT737726.1	2	47962	0.7530	47962
DQ029266.1	2	302	0.6214	302
KU594629.1	2	29894	0.9730	29894
FJ473317.1	2	57676	0.4842	17679
KC732533.1	2	26324	0.6118	65879
GU593779.1	2	11016	0.9970	38256
AY572324.1	2	53528	0.5193	53528
KU208414.1	2	29442	1.0000	29442
MH793908.1	2	20945	0.9931	20945
KF553460.1	2	-1	0.2462	62019
MH177281.1	2	30	0.6127	27
GQ344508.1	2	41332	0.7457	15257
AY722476.1	2	9916	0.4088	43487
MZ438005.1	2	58892	0.4256	67524
JF301403.1	2	37411	0.4333	20337
KX671048.1	2	58344	0.4715	58344
GQ463745.1	2	71085	0.3814	20111
AY504700.1	2	67490	0.5380	32387
AJ347911.1	2	33368	0.4916	14743
LT993624.1	2	10819	0.5575	65406
HM099534.1	2	-1	0.2031	18760
AF303710.1	2	-1	0.3378	71684
KY905668.1	2	12076	0.4868	56510
JX104772.1	2	59851	0.6607	5199
JQ305721.1	2	15788	0.8625	15788
HM223504.1	2	38748	0.3502	38426
DQ887164.1	2	59167	0.9435	67670
KT223312.1	2	-1	0.2548	14586
KJ801660.1	2	35270	0.9883	35270
HG004556.1	2	61989	0.4414	5347
MN900846.1	2	29484	0.9862	29484
EU436911.1	2	47966	0.4368	48019
EU703925.2	2	10462	0.5748	56434
AF469008.1	2	26268	0.5322	9533
KX822793.1	2	-1	0.1836	41255
AY335952.1	2	20715	0.5229	6113
KM887423.1	2	63698	0.9514	63698
EU152655.1	2	-1	0.2987	70523
DQ885897.1	2	73014	0.7435	48712
DQ869128.1	2	-1	0.1337	13753
AF321245.1	2	64392	0.9881	8090
FJ380482.1	2	27963	0.3890	27985
DQ121437.1	2	56120	0.9965	56120
MN121498.1	2	63335	0.9785	63335
EU145610.1	2	-1	0.2211	13458
KR186990.1	2	7423	0.4938	7472
KX765787.1	2	29775	0.9184	31463
KU524172.1	2	-1	0.2565	61485
KF827535.1	2	62582	0.8646	30486
MZ198894.1	2	48577	0.3706	54315
KP244917.1	2	-1	0.2299	8766
AB045584.1	2	-1	0.1720	55447
KC869540.1	2	12159	0.4382	23621
KM383797.1	2	73522	0.8843	32279
AY673066.1	2	-1	0.2894	68138
GU012412.1	2	20945	0.7658	35477
EU339825.1	2	-1	0.2885	52338
EU489129.1	2	60412	0.3575	35667
KY979064.1	2	-1	0.2214	38676
AY826340.1	2	47904	0.5906	67502
AJ312592.1	2	-1	0.3006	15122
MZ064433.1	2	13786	0.3525	36310
EF487314.1	2	46339	0.4566	4114
DQ003552.1	2	56569	0.8615	56569
AY123783.2	2	19623	0.9617	4766
EU056982.1	2	30487	0.6902	17221
KJ395457.1	2	-1	0.3089	55696
KJ609059.1	2	-1	0.1646	66197
AM886410.1	2	-1	0.2812	62832
AF164006.1	2	1875	0.8172	19214
DQ521349.1	2	1162	0.4050	1190
JX665630.1	2	8719	0.8444	8719
KM009166.1	2	15526	0.4109	9725
MK050310.1	2	-1	0.2952	20994
MH357936.1	2	35082	0.3569	55617
AF321246.1	2	-1	0.2387	8091
DQ479008.1	2	-1	0.2510	6745
EU525875.1	2	-1	0.1850	71486
AF549587.1	2	38481	0.9916	38489
KX372830.1	2	38773	0.7218	30878
AY273705.1	2	9419	0.6390	51720
JN540496.1	2	-1	0.2117	2061
MG018200.1	2	48968	0.9365	48968
MT525380.1	2	54135	0.3598	5370
MK876519.1	2	11416	0.5868	21953
EU145387.1	2	-1	0.2472	55697
KR106215.1	2	55718	0.9450	55718
AY055458.1	2	6678	0.9680	6678
KC177690.1	2	43977	0.4213	29591
KF827546.1	2	35973	0.9481	51101
AJ311871.1	2	34397	0.7846	2138
